parent,child,weight
0,1,3.956742122232138
1,2,3.308328204971799
1,3,7.928966778235167
2,4,4.531813815250512
2,5,3.678758129459866
3,6,5.739297092594491
3,7,9.78362861897882
4,8,1.665796330178972
4,9,1.71288703309752
5,10,1.906833069770898
5,11,2.796600411658111
6,12,7.201732248229194
6,13,3.3551218367999787
7,14,2.4225700045814618
7,15,2.643056207439603
8,16,6.648793180397076
8,17,1.042078912829556
9,18,1.544872275587005
9,19,12.718567840469522
10,20,9.022165501787995
10,21,5.442829693939908
11,22,3.07554247193326
11,23,9.299070000661496
12,24,7.710025784093507
12,25,2.2085448322076435
13,26,6.229246912660518
13,27,9.19213714124682
14,28,1.9087523648040294
14,29,5.502879043296332
15,30,5.556230551903844
15,31,3.74997892977143
16,32,1.2730548611926418
16,33,2.852670612806949
17,34,4.326842548399129
17,35,1.716769335764684
18,36,3.9431563460411043
18,37,6.187679071831785
19,38,4.65901022592359
19,39,1.5135499119526383
20,40,2.157498475533113
20,41,7.804634891591521
21,42,13.64531408492014
21,43,1.6268142180411371
22,44,5.826268244754871
22,45,6.6877998178998155
23,46,4.583828846071202
23,47,3.9952548917745654
24,48,4.612483862838529
24,49,0.7341430480837462
25,50,3.236493513533991
25,51,10.62334853188007
26,52,10.748700449208446
26,53,3.2929537423654995
27,54,7.827735028891404
27,55,2.4993379569707312
28,56,8.817618894583468
28,57,5.527243225039033
29,58,4.011707446147677
29,59,8.327990884476215
30,60,0.658583771869204
30,61,4.261661915916935
31,62,8.664604709915567
31,63,3.9193194508475813
32,64,6.244036416524009
32,65,3.1064729603208474
33,66,6.580966879395428
33,67,3.3688943436306684
34,68,4.230764143849292
34,69,2.0684167571006924
35,70,5.000589341662974
35,71,5.129614071286099
36,72,0.508172463774389
36,73,6.421474527408197
37,74,0.9262731995809582
37,75,3.719909031571624
38,76,7.025289128764404
38,77,7.112650758054919
39,78,2.3945743737880747
39,79,2.4061327006380244
40,80,9.756568541521009
40,81,5.026503991533447
41,82,8.322538080185787
41,83,7.048816007471591
42,84,6.061194694705257
42,85,3.788599515493198
43,86,3.600583680817291
43,87,3.1745828332093966
44,88,4.490269648157239
44,89,2.7781960952797253
45,90,14.49622884184501
